fsi_id,gc_fsi_epu_lag1,gc_fsi_epu_lag2,gc_fsi_epu_lag3,gc_fsi_epu_lag4,gc_fsi_epu_lag5,gc_fsi_epu_lag6,gc_fsi_epu_lag7,gc_fsi_epu_lag8,gc_fsi_epu_lag9,gc_fsi_epu_lag10,gc_fsi_epu_lag11,gc_fsi_epu_lag12,gc_epu_fsi_lag1,gc_epu_fsi_lag2,gc_epu_fsi_lag3,gc_epu_fsi_lag4,gc_epu_fsi_lag5,gc_epu_fsi_lag6,gc_epu_fsi_lag7,gc_epu_fsi_lag8,gc_epu_fsi_lag9,gc_epu_fsi_lag10,gc_epu_fsi_lag11,gc_epu_fsi_lag12,gc_fsi_cfsi_lag1,gc_fsi_cfsi_lag2,gc_fsi_cfsi_lag3,gc_fsi_cfsi_lag4,gc_fsi_cfsi_lag5,gc_fsi_cfsi_lag6,gc_fsi_cfsi_lag7,gc_fsi_cfsi_lag8,gc_fsi_cfsi_lag9,gc_fsi_cfsi_lag10,gc_fsi_cfsi_lag11,gc_fsi_cfsi_lag12,gc_cfsi_fsi_lag1,gc_cfsi_fsi_lag2,gc_cfsi_fsi_lag3,gc_cfsi_fsi_lag4,gc_cfsi_fsi_lag5,gc_cfsi_fsi_lag6,gc_cfsi_fsi_lag7,gc_cfsi_fsi_lag8,gc_cfsi_fsi_lag9,gc_cfsi_fsi_lag10,gc_cfsi_fsi_lag11,gc_cfsi_fsi_lag12,gc_fsi_vixc_lag1,gc_fsi_vixc_lag2,gc_fsi_vixc_lag3,gc_fsi_vixc_lag4,gc_fsi_vixc_lag5,gc_fsi_vixc_lag6,gc_fsi_vixc_lag7,gc_fsi_vixc_lag8,gc_fsi_vixc_lag9,gc_fsi_vixc_lag10,gc_fsi_vixc_lag11,gc_fsi_vixc_lag12,gc_fsi_vixc_lag13,gc_fsi_vixc_lag14,gc_fsi_vixc_lag15,gc_fsi_vixc_lag16,gc_fsi_vixc_lag17,gc_fsi_vixc_lag18,gc_fsi_vixc_lag19,gc_fsi_vixc_lag20,gc_fsi_vixc_lag21,gc_fsi_vixc_lag22,gc_fsi_vixc_lag23,gc_fsi_vixc_lag24,gc_fsi_vixc_lag25,gc_fsi_vixc_lag26,gc_fsi_vixc_lag27,gc_fsi_vixc_lag28,gc_fsi_vixc_lag29,gc_fsi_vixc_lag30
fsi_b5af7a3ea195,0.563781,0.824088,0.894509,0.441488,0.343797,0.134267,0.185121,0.184837,0.253544,0.41288,0.485105,0.000953,0.865233,0.360374,0.516724,0.67974,0.507732,0.570109,0.639728,0.262031,0.29829,0.190956,0.125721,0.131162,0.830361,0.9648,0.963187,0.966357,0.989474,0.995909,0.973149,0.973898,0.06346,0.045363,0.042938,0.002611,0.398786,0.746172,0.953996,0.078408,0.039113,0.054224,0.08373,0.041885,0.067298,0.033092,0.061081,0.116009,0.957783,0.667332,0.601478,0.74292,0.906033,0.95368,0.935686,0.960879,0.977933,0.972153,0.973868,0.976534,0.981304,0.988111,0.982507,0.986688,0.988997,0.991445,0.994013,0.994904,0.994492,0.982115,0.981851,0.930473,0.950531,0.956753,0.953049,0.965571,0.896631,0.804313
fsi_5c7d8ed62b98,0.753535,0.240605,0.159587,0.304557,0.582992,0.19646,0.23155,0.090081,0.105532,0.159751,0.105323,0.008854,0.937746,0.272363,0.251109,0.135453,0.150766,0.194311,0.208271,0.239364,0.061445,0.058724,0.024111,0.002081,0.914253,0.869314,0.930511,0.905782,0.688603,0.769499,0.748873,0.914362,0.080901,0.058644,0.05195,0.057461,0.391532,0.82811,0.957318,0.378361,0.244335,0.170599,0.220451,0.194024,0.26908,0.303789,0.402474,0.490723,0.403446,0.218299,0.234471,0.131986,0.464643,0.580641,0.692456,0.709625,0.781109,0.821401,0.723112,0.760196,0.654458,0.723933,0.407133,0.414619,0.39692,0.454452,0.465424,0.516832,0.575778,0.589886,0.612066,0.602425,0.640582,0.706503,0.732428,0.739288,0.746521,0.773146
fsi_887736b6943d,0.862826,0.349774,0.308395,0.321376,0.425983,0.207038,0.21372,0.102644,0.205723,0.388527,0.276074,0.001862,0.893658,0.091367,0.05147,0.01477,0.028973,0.053187,0.079713,0.106203,0.029128,0.020712,0.02116,0.001107,0.900095,0.845918,0.911221,0.897008,0.664046,0.744505,0.708631,0.885346,0.050818,0.041245,0.029771,0.040266,0.324427,0.774786,0.93983,0.400369,0.275478,0.201463,0.259607,0.230206,0.322013,0.369277,0.475925,0.571552,0.523871,0.331919,0.320286,0.25434,0.632144,0.739063,0.832287,0.860009,0.896214,0.920381,0.863505,0.878942,0.762704,0.831515,0.541728,0.556163,0.54602,0.625996,0.648717,0.696683,0.747817,0.747573,0.767656,0.754481,0.802721,0.839803,0.859603,0.863806,0.878395,0.901312
fsi_ac791d623989,0.431611,0.743592,0.700026,0.367347,0.381139,0.24767,0.324425,0.398656,0.505731,0.648511,0.708324,0.475442,0.845408,0.688948,0.829784,0.247775,0.212203,0.220176,0.302969,0.478959,0.628433,0.831854,0.642923,0.711925,0.688313,0.858547,0.939215,0.930956,0.972143,0.925886,0.512685,0.62345,0.003682,0.000904,8e-06,1e-06,0.551581,0.809698,0.651942,0.005898,0.003749,0.007647,0.01465,0.009076,0.023547,0.003226,0.004685,0.006135,0.294499,0.416345,0.205982,0.317433,0.15223,0.230301,0.317172,0.264505,0.186579,0.218138,0.254908,0.234099,0.246059,0.297523,0.364195,0.486085,0.561129,0.690783,0.744352,0.759407,0.6026,0.359701,0.263448,0.271798,0.319451,0.256054,0.295364,0.352226,0.344327,0.243313
fsi_1089395a2c43,0.313112,0.169474,0.214428,0.34215,0.348393,0.749427,0.673612,0.383191,0.476199,0.585005,0.699224,0.753464,0.10824,0.006422,8.2e-05,0,0,0,0,0,0,0,0,0,0.811976,0.748097,0.595707,0.515184,0.560756,0.695884,0.68615,0.753027,0.745083,0.685632,0.696922,0.728923,0.14025,0.567165,0.690652,0.751709,0.839645,0.835622,0.901514,0.970505,0.765468,0.931611,0.966863,0.400836,0.129286,0.041233,0.041596,0.082021,0.103041,0.152174,0.169871,0.193297,0.189154,0.079692,0.108156,0.152031,0.170742,0.190392,0.240454,0.301272,0.311854,0.278902,0.335665,0.385503,0.160664,0.209181,0.237074,0.259522,0.307284,0.25999,0.241547,0.256934,0.27507,0.14688
fsi_914e9c41e108,0.374908,0.183388,0.245419,0.059692,0.021159,0.029373,0.030608,0.027239,0.021145,0.015377,0.01126,0.001256,0.067385,0.024372,9e-06,2e-06,3e-06,4e-06,4e-06,2e-06,2e-06,4e-06,1e-06,1e-06,0.76939,0.546601,0.452765,0.388282,0.524353,0.557272,0.518152,0.563921,0.421679,0.281509,0.276298,0.170609,0.19192,0.4368,0.426733,0.280927,0.422627,0.359154,0.552451,0.550996,0.223875,0.214687,0.244956,0.234646,0.728004,0.304856,0.238234,0.29206,0.516102,0.628232,0.71991,0.634785,0.653994,0.738765,0.801323,0.863329,0.9074,0.609831,0.685031,0.752018,0.79146,0.756296,0.743567,0.557767,0.627642,0.311151,0.329633,0.294351,0.353931,0.42093,0.485215,0.569021,0.576588,0.524635
fsi_b107f867778f,0.745783,0.441698,0.335695,0.47185,0.532831,0.645525,0.434579,0.188287,0.270469,0.365117,0.411795,0.425077,0.380404,0.167888,0.000911,0.000356,0.000378,0,0,2e-06,0,0,0,0,0.441831,0.724355,0.723483,0.397416,0.354397,0.486943,0.600256,0.619734,0.683993,0.637366,0.753224,0.823838,0.555771,0.918136,0.961343,0.885462,0.833321,0.855707,0.783767,0.928474,0.685172,0.875302,0.92002,0.07629,0.165616,0.061396,0.101964,0.136246,0.113469,0.174492,0.209606,0.237626,0.206735,0.079596,0.108767,0.149769,0.172565,0.213618,0.26676,0.353197,0.39503,0.377593,0.431766,0.495662,0.362953,0.438169,0.420159,0.471254,0.504221,0.447534,0.466835,0.504417,0.543742,0.385357
fsi_c540f641f61c,0.57382,0.794938,0.855334,0.815663,0.470056,0.029193,0.086175,0.110572,0.146005,0.129423,0.10636,0.013896,0.200274,0.244535,0.055667,0.083865,0.082767,0.118157,0.170605,0.062342,0.174654,0.293955,0.146019,0.182795,0.463185,0.512552,0.177107,0.190202,0.154804,0.159829,0.184471,0.106805,0.043633,0.010732,0.012886,0.001521,0.152776,0.536887,0.559124,0.462648,0.467483,0.381415,0.415606,0.313291,0.37264,0.160239,0.127026,0.18693,0.908361,0.559269,0.710908,0.504463,0.667052,0.58391,0.538509,0.479065,0.491535,0.580843,0.619093,0.683499,0.728665,0.677313,0.7156,0.757367,0.815802,0.84736,0.846506,0.86338,0.804914,0.657124,0.692324,0.705195,0.773687,0.807555,0.816737,0.796979,0.603596,0.547355
fsi_8394fc89798f,0.150208,0.223481,0.380199,0.475439,0.446343,0.700196,0.615542,0.578925,0.695981,0.749837,0.800502,0.306064,0.690383,0.836384,0.743678,0.83113,0.844879,0.886587,0.506486,0.524341,0.576231,0.654376,0.348836,0.304741,0.58158,0.6224,0.283044,0.180489,0.154981,0.14232,0.056315,0.030303,0.008903,0.001314,0.000172,8.6e-05,0.730092,0.892194,0.845906,0.79212,0.497927,0.548574,0.479175,0.440861,0.23868,0.22872,0.338276,0.269429,0.220585,0.195097,0.15855,0.068097,0.138479,0.210299,0.269401,0.165947,0.20447,0.260163,0.290046,0.329501,0.374612,0.45268,0.458738,0.507669,0.502738,0.568808,0.624745,0.640654,0.229274,0.221699,0.245857,0.267312,0.299267,0.299117,0.344303,0.397032,0.343811,0.22829
fsi_0f3c234b0661,0.977968,0.433329,0.176242,0.204482,0.370953,0.42957,0.590097,0.240268,0.354476,0.458921,0.408506,0.306047,0.143132,0.00061,1e-06,0,0,0,0,0,0,0,0,0,0.090842,0.16703,0.185927,0.313514,0.399003,0.24489,0.246754,0.184143,0.004321,0.012816,0.016327,0.035294,0.049104,0.139327,0.179824,0.410698,0.416682,0.427844,0.642351,0.720351,0.644084,0.739945,0.710903,0.574397,0.258231,0.195501,0.30437,0.169048,0.41959,0.545196,0.609732,0.570576,0.475295,0.5015,0.52126,0.58844,0.450786,0.546717,0.389717,0.388483,0.448233,0.523934,0.545516,0.453562,0.500881,0.553478,0.531277,0.570234,0.640771,0.710133,0.765313,0.56155,0.620233,0.692426
fsi_fb84025e15a3,0.934862,0.252872,0.083578,0.160106,0.314655,0.467575,0.599499,0.285275,0.388894,0.559248,0.473769,0.295517,0.07348,0.000966,1e-06,0,0,0,0,0,0,0,0,0,0.120577,0.215256,0.171351,0.307371,0.292461,0.24611,0.30538,0.300264,0.011671,0.016527,0.01827,0.030875,0.046937,0.128717,0.259872,0.519147,0.587435,0.654607,0.766397,0.844705,0.606285,0.636998,0.705233,0.499645,0.132632,0.111914,0.15378,0.102331,0.230071,0.314235,0.389893,0.515222,0.400606,0.353471,0.325339,0.412949,0.360956,0.442635,0.274801,0.269584,0.289736,0.392211,0.435171,0.226959,0.25881,0.283386,0.248961,0.290862,0.347097,0.390786,0.439514,0.314131,0.333694,0.369407
fsi_0a26a9f0e99e,0.134872,0.311479,0.614062,0.826524,0.102524,0.145084,0.006738,0.006583,0.062758,0.133329,0.135732,0.151383,0.138632,0.012234,8.1e-05,0,0,0,0,0,0,0,0,0,0.466528,0.673372,0.663901,0.652746,0.745986,0.691639,0.705501,0.697772,0.773748,0.727348,0.705155,0.763862,0.239485,0.711581,0.860873,0.946898,0.964592,0.994522,0.996399,0.994108,0.9879,0.888388,0.920567,0.298245,0.119511,0.055973,0.062173,0.120344,0.15314,0.223541,0.296716,0.383149,0.350081,0.320505,0.400338,0.336361,0.319279,0.385983,0.413264,0.515837,0.540099,0.58616,0.668601,0.724104,0.687457,0.752804,0.801221,0.832715,0.854456,0.84047,0.882217,0.90508,0.920654,0.773936
fsi_d33f5eb29f21,0.384277,0.566729,0.05608,0.014748,0.077233,0.003816,0.017228,0.016568,0.040816,0.007441,0.017447,0.00681,0.15892,0,0,0,0,0,0,0,0,0,0,0,0.901988,0.646475,0.713122,0.814427,0.124594,0.067408,0.073446,0.122835,0.143733,0.158183,0.081055,0.032995,0.281958,0.536338,0.645083,0.757753,0.730939,0.601592,0.694297,0.798701,0.844929,0.796753,0.829259,0.695607,0.645364,0.306477,0.408585,0.474077,0.661961,0.713949,0.768063,0.75788,0.690552,0.782147,0.848221,0.893034,0.877665,0.897935,0.683283,0.697878,0.763232,0.751256,0.789236,0.812937,0.859283,0.749777,0.763198,0.749294,0.764508,0.802703,0.841841,0.884679,0.897657,0.82064
fsi_5379bb599876,0.703685,0.393665,0.304715,0.324445,0.129999,0.154649,0.195528,0.086554,0.071638,0.12228,0.114076,0.013555,0.189201,0.060069,1e-05,1e-06,0,0,0,0,0,7e-06,3e-06,6e-06,0.810323,0.979318,0.810702,0.841358,0.933144,0.842367,0.774523,0.750518,0.55031,0.64029,0.724326,0.461241,0.141584,0.365198,0.534038,0.628799,0.790453,0.895967,0.927625,0.943238,0.948299,0.725205,0.738925,0.242407,0.347167,0.399221,0.368595,0.236756,0.332971,0.330653,0.371299,0.402911,0.327119,0.426506,0.487474,0.5473,0.556559,0.500893,0.595305,0.585828,0.632208,0.640451,0.623776,0.539794,0.459166,0.435606,0.486367,0.497523,0.518225,0.540288,0.598385,0.590898,0.469912,0.399229
fsi_e01feb3d8878,0.981682,0.250564,0.128764,0.058362,0.03622,0.024173,0.036626,0.014448,0.005993,0.007211,0.012595,0.002419,0.055166,0.000114,0,0,0,0,0,0,0,0,0,0,0.816019,0.617986,0.595715,0.427451,0.380159,0.226565,0.122525,0.192052,0.07754,0.048848,0.071599,0.047059,0.151799,0.427278,0.48247,0.54476,0.730299,0.383348,0.38846,0.47458,0.299787,0.330365,0.375954,0.165401,0.571423,0.179233,0.106548,0.172048,0.195792,0.292525,0.381857,0.500504,0.383295,0.427535,0.51142,0.609918,0.63912,0.651562,0.688212,0.757528,0.822751,0.816896,0.849679,0.889132,0.903512,0.799579,0.821901,0.763182,0.781793,0.754652,0.720662,0.763699,0.787631,0.715493
fsi_355053182c21,0.461705,0.053692,0.050044,0.081472,0.052285,0.002444,0.001558,0.001309,0.00186,8.5e-05,7e-05,1.7e-05,0.183829,0.011226,9e-06,0,0,0,0,0,0,0,0,0,0.673079,0.647701,0.206094,0.154998,0.219762,0.246372,0.284163,0.302611,0.402105,0.452217,0.507049,0.380376,0.305894,0.370904,0.463401,0.456529,0.623282,0.720802,0.746981,0.590642,0.680142,0.594643,0.550964,0.241907,0.080666,0.093925,0.178689,0.14358,0.37411,0.435695,0.489794,0.587692,0.595343,0.662396,0.757413,0.68658,0.733931,0.687199,0.766235,0.764634,0.756835,0.833628,0.870561,0.900453,0.590932,0.621467,0.671595,0.708554,0.75615,0.789624,0.82418,0.720264,0.643754,0.654454
fsi_461bc0590d82,0.961322,0.161692,0.173082,0.160108,0.193371,0.183867,0.234602,0.205922,0.244641,0.366904,0.500378,0.537835,0.19639,0.412752,0.439215,0.60487,0.689137,0.47421,0.54341,0.607788,0.488519,0.564016,0.526845,0.460178,0.384165,0.729793,0.617648,0.336636,0.376145,0.409316,0.396735,0.393819,0.336749,0.261691,0.36635,0.337747,0.202791,0.598379,0.75078,0.912204,0.697694,0.375315,0.253315,0.406296,0.288175,0.365334,0.314624,0.234045,0.252355,0.246866,0.344066,0.286858,0.563377,0.668125,0.761008,0.789634,0.342204,0.213239,0.285143,0.164853,0.250335,0.282985,0.343562,0.302845,0.356652,0.410344,0.456935,0.503641,0.20758,0.229141,0.271074,0.305822,0.328391,0.371466,0.40119,0.348402,0.33918,0.278336
fsi_cf414d849ae7,0.328847,0.046273,0.020132,0.045706,0.024562,0.063495,0.054735,0.090459,0.160782,0.234951,0.313282,0.027286,0.233997,0.107816,0.104977,0.026511,0.010485,0.016635,0.028101,0.011642,0.024606,0.058707,0.039231,0.069301,0.682872,0.904173,0.918771,0.9697,0.997438,0.99947,0.929044,0.862643,0.0357,0.035158,0.036349,0.002985,0.196833,0.554142,0.881149,0.135555,0.058432,0.054464,0.095167,0.022122,0.035285,0.008716,0.009858,0.02924,0.928847,0.858007,0.883283,0.930215,0.97556,0.990246,0.944316,0.970563,0.9764,0.973432,0.963152,0.965088,0.936349,0.949264,0.952621,0.967294,0.943804,0.954154,0.969055,0.975082,0.969937,0.940366,0.947652,0.944736,0.954559,0.966503,0.96345,0.969001,0.896599,0.735366
fsi_aa09f5575004,0.761387,0.22668,0.156341,0.299306,0.580198,0.202527,0.242121,0.092114,0.108229,0.165194,0.109851,0.009503,0.944092,0.301629,0.275627,0.154121,0.174837,0.232437,0.246036,0.277047,0.07542,0.07225,0.028879,0.002407,0.923096,0.874533,0.934634,0.91059,0.695416,0.778091,0.758146,0.918708,0.082311,0.059907,0.052343,0.057238,0.392795,0.82943,0.957638,0.368738,0.243269,0.168915,0.219289,0.194633,0.270423,0.302517,0.400461,0.488796,0.409713,0.222528,0.239823,0.139022,0.4768,0.591593,0.702711,0.716804,0.787551,0.828606,0.73171,0.769231,0.66367,0.734068,0.414601,0.421875,0.404483,0.461698,0.474144,0.526769,0.585668,0.599558,0.621496,0.613592,0.650174,0.714391,0.740979,0.749766,0.759234,0.786595
fsi_fe186475dbdc,0.466524,0.642767,0.912047,0.595576,0.218517,0.002331,0.012578,0.01062,0.016029,0.008243,0.006784,0.003433,0.697357,0.420626,0.186827,0.022077,0.023065,0.014686,0.038316,0.040389,0.077559,0.241542,0.309463,0.368324,0.812352,0.953491,0.940586,0.890203,0.962962,0.830407,0.848416,0.950164,0.145768,0.129069,0.127973,0.017244,0.278749,0.78629,0.528525,0.077871,0.093509,0.087002,0.060936,0.084445,0.058778,0.01104,0.00536,0.019391,0.963805,0.92313,0.793843,0.594891,0.666551,0.78075,0.718151,0.459868,0.323886,0.401517,0.477928,0.584931,0.6392,0.653747,0.637905,0.69456,0.756762,0.766223,0.754707,0.678099,0.574353,0.415273,0.465992,0.470327,0.507714,0.483941,0.581918,0.538909,0.325086,0.301015
fsi_7e295446cfbe,0.036894,0.089121,0.186964,0.367398,0.063381,0.112492,0.014043,0.001867,0.003451,0.006107,0.006858,0.000562,0.132801,0.107667,0.001764,4.3e-05,1e-06,0,0,0,0,0,0,0,0.802208,0.979621,0.866045,0.632552,0.728324,0.649843,0.612079,0.629539,0.424053,0.325832,0.309021,0.424313,0.383711,0.7741,0.94556,0.979646,0.871108,0.907856,0.968871,0.776166,0.610914,0.578905,0.524152,0.390371,0.30362,0.217164,0.392756,0.570201,0.610092,0.715802,0.794654,0.884769,0.860735,0.889219,0.914316,0.923,0.91511,0.932449,0.962361,0.982285,0.974965,0.985825,0.984843,0.989556,0.983195,0.989705,0.992756,0.994799,0.996502,0.991113,0.994304,0.996344,0.997243,0.959927
fsi_31b49e6226f6,0.429264,0.141605,0.090954,0.143127,0.237468,0.418062,0.525944,0.226498,0.364517,0.463562,0.399044,0.255396,0.083449,0.000288,1e-06,0,0,0,0,0,0,0,0,0,0.102992,0.191088,0.244098,0.35827,0.467325,0.363564,0.389583,0.312263,0.025195,0.063239,0.083807,0.15035,0.081718,0.282143,0.287481,0.554674,0.577866,0.547762,0.757714,0.831279,0.614282,0.677045,0.606099,0.462604,0.147042,0.10367,0.15724,0.115704,0.269951,0.376461,0.464834,0.485488,0.428864,0.394279,0.432966,0.484493,0.323828,0.42026,0.371053,0.379201,0.405395,0.47861,0.514488,0.37347,0.429667,0.503688,0.460992,0.4942,0.558649,0.633281,0.692015,0.433904,0.494014,0.569959
fsi_a4458e2099fe,0.733201,0.888079,0.936492,0.910584,0.628335,0.098232,0.235468,0.275967,0.341327,0.211307,0.148558,0.032655,0.22207,0.260394,0.048552,0.063902,0.068497,0.099213,0.132618,0.068893,0.190866,0.276855,0.155323,0.209094,0.486065,0.523764,0.201694,0.212465,0.179123,0.178791,0.205688,0.124347,0.051744,0.014597,0.015945,0.002601,0.164481,0.548584,0.554785,0.453633,0.442328,0.386965,0.429639,0.338205,0.399355,0.181841,0.149727,0.231281,0.903686,0.543124,0.701562,0.490329,0.644991,0.569801,0.537318,0.475738,0.481163,0.55836,0.587761,0.649833,0.709485,0.663891,0.697914,0.746588,0.806802,0.835974,0.843696,0.856001,0.79779,0.635001,0.673769,0.689095,0.757701,0.793733,0.806049,0.786082,0.573006,0.518525
fsi_411bdd9970ef,0.686955,0.979119,0.970984,0.969537,0.987242,0.98177,0.976885,0.985162,0.974983,0.982991,0.986915,0.987185,0.454543,0.70593,0.314529,0.263193,0.380321,0.464006,0.456433,0.258223,0.079809,0.053123,0.00347,0.00326,0.150326,0.482315,0.784945,0.333511,0.40413,0.508208,0.348426,0.316412,0.416772,0.192622,0.066266,0.038311,0.271822,0.533424,0.420879,0.242315,0.059263,0.049525,0.023558,0.048205,0.016825,0.040288,0.004519,0.014635,0.743171,0.356742,0.392895,0.496505,0.541649,0.657411,0.76813,0.846602,0.826093,0.410705,0.414703,0.411277,0.439371,0.513198,0.490053,0.497367,0.550961,0.521708,0.510295,0.556719,0.484629,0.353438,0.365973,0.352515,0.294561,0.320363,0.370574,0.418988,0.454149,0.508508
fsi_83e57bc65f35,0.475847,0.452073,0.645405,0.578383,0.5419,0.809944,0.855027,0.851562,0.831924,0.778085,0.77908,0.761929,0.37827,0.478315,0.282791,0.54672,0.566035,0.755457,0.680376,0.742294,0.845421,0.916927,0.870689,0.870713,0.791261,0.4788,0.516497,0.181524,0.161791,0.125374,0.17833,0.231959,0.30216,0.154022,0.196269,0.232023,0.337568,0.749374,0.650656,0.751604,0.797157,0.724823,0.79838,0.813505,0.565373,0.621523,0.752954,0.719752,0.066008,0.074676,0.069456,0.072618,0.145372,0.196901,0.252967,0.347892,0.394942,0.420881,0.488432,0.539236,0.537518,0.593195,0.665864,0.591228,0.576734,0.612105,0.555332,0.559605,0.181452,0.222023,0.197953,0.232347,0.287785,0.08233,0.115744,0.12602,0.097175,0.096492
fsi_5525ae24c9fe,0.989548,0.246449,0.016115,0.008095,0.023402,0.008704,0.029962,0.025495,0.054109,0.040574,0.087927,0.048875,0.067592,0,0,0,0,0,0,0,0,0,0,0,0.845807,0.738896,0.848691,0.907648,0.440645,0.355671,0.329685,0.365675,0.351748,0.292768,0.231215,0.201019,0.416818,0.710961,0.793464,0.89195,0.826931,0.800091,0.836123,0.906897,0.822607,0.815572,0.831257,0.741401,0.268015,0.239646,0.354099,0.406468,0.381353,0.495964,0.61409,0.466103,0.407945,0.506853,0.595261,0.675138,0.601035,0.673925,0.552174,0.482584,0.485434,0.569413,0.604433,0.6648,0.709424,0.472247,0.492446,0.544214,0.55131,0.579188,0.654225,0.724951,0.788148,0.659466
fsi_a54e1fa11bb9,0.249899,0.146986,0.205242,0.283654,0.263457,0.180319,0.307724,0.34035,0.28499,0.118423,0.13604,0.055943,0.260577,0.378416,0.366498,0.160438,0.141645,0.220442,0.199177,0.222761,0.33724,0.466525,0.446634,0.549046,0.834719,0.35324,0.289253,0.15134,0.044835,0.063081,0.091571,0.076151,0.136608,0.024854,0.029639,0.059174,0.325952,0.675685,0.728472,0.715078,0.805056,0.82437,0.829297,0.831771,0.581421,0.54546,0.632792,0.711188,0.048978,0.042141,0.028368,0.022314,0.055256,0.092027,0.14374,0.193015,0.256291,0.237757,0.269967,0.370591,0.453059,0.551848,0.616703,0.660192,0.678849,0.7528,0.795496,0.760882,0.650491,0.655066,0.409186,0.465078,0.543877,0.582266,0.614598,0.557171,0.396185,0.426998
fsi_893a8cbaccb7,0.792377,0.605128,0.225738,0.243817,0.6553,0.786629,0.545329,0.304402,0.431209,0.577502,0.643663,0.595387,0.267399,0,0,0,0,0,0,0,0,0,0,0,0.176653,0.247249,0.356135,0.535571,0.688305,0.803711,0.780769,0.795912,0.791928,0.713511,0.67186,0.607451,0.143012,0.542061,0.729351,0.765363,0.48893,0.609195,0.677403,0.709653,0.500695,0.294506,0.282464,0.32963,0.175324,0.243052,0.395322,0.556478,0.656328,0.765112,0.820533,0.895817,0.859569,0.906091,0.93877,0.956596,0.718324,0.73701,0.731077,0.733957,0.782202,0.615221,0.680568,0.718047,0.695603,0.745697,0.723638,0.615694,0.694602,0.699558,0.721462,0.666287,0.612509,0.628731
fsi_30172f8d4353,0.119073,0.214933,0.328851,0.271372,0.086427,0.143457,0.030716,0.004985,0.003378,0.013592,0.01519,0.000183,0.187698,0.10851,0.000656,0.000115,1e-06,0,0,0,0,0,0,0,0.869871,0.785557,0.721411,0.866242,0.915162,0.75387,0.63517,0.734168,0.555033,0.530962,0.38393,0.497369,0.427328,0.691736,0.878633,0.943493,0.721884,0.785297,0.863558,0.50427,0.349896,0.344633,0.321561,0.301569,0.521153,0.518548,0.598767,0.745588,0.821337,0.853914,0.916079,0.939935,0.895042,0.808587,0.835079,0.878975,0.833689,0.880637,0.907046,0.947667,0.947381,0.952225,0.932153,0.952881,0.943999,0.95711,0.960384,0.968634,0.973257,0.93175,0.941081,0.956161,0.961325,0.938302
fsi_eebb97584b5f,0.088708,0.177265,0.377052,0.529845,0.428731,0.805575,0.769371,0.497405,0.424876,0.394102,0.368183,0.31345,0.191231,0.000468,2e-06,0,0,0,0,0,0,0,0,0,0.796518,0.972392,0.176345,0.147067,0.156133,0.16042,0.053083,0.023848,0.04806,0.075268,0.043502,0.037345,0.257178,0.569994,0.759312,0.653938,0.808314,0.895679,0.948291,0.917985,0.72784,0.761311,0.83472,0.398283,0.019414,0.042471,0.055865,0.09419,0.113779,0.167,0.234834,0.266589,0.287673,0.217796,0.288166,0.354985,0.380147,0.453674,0.518936,0.591036,0.633923,0.522712,0.575413,0.611071,0.485228,0.561514,0.614282,0.632128,0.721134,0.644517,0.644301,0.616452,0.664807,0.433651
fsi_932617273f98,0.822756,0.642411,0.262622,0.300504,0.718346,0.834084,0.612627,0.33776,0.46823,0.617683,0.68028,0.639064,0.274505,0,0,0,0,0,0,0,0,0,0,0,0.171679,0.245508,0.342895,0.512234,0.665829,0.78741,0.769375,0.786475,0.775115,0.692306,0.659137,0.589615,0.131622,0.54651,0.728041,0.763214,0.500187,0.623405,0.681462,0.71418,0.513246,0.291937,0.285766,0.332562,0.197435,0.271744,0.435764,0.594583,0.695002,0.799483,0.848017,0.916156,0.879564,0.923739,0.950946,0.965008,0.755438,0.761931,0.770922,0.774324,0.818484,0.669768,0.732433,0.763745,0.731705,0.78084,0.754025,0.651821,0.727027,0.727229,0.74758,0.685989,0.634826,0.652917
fsi_1465ff4d0fef,0.477096,0.45476,0.648408,0.578747,0.538139,0.806827,0.852417,0.845443,0.8277,0.769233,0.773401,0.755096,0.373944,0.47097,0.27507,0.535332,0.556645,0.746641,0.665458,0.723886,0.831572,0.908725,0.857342,0.857733,0.805197,0.468252,0.511581,0.176973,0.158928,0.123126,0.173653,0.226818,0.295627,0.150903,0.192826,0.226612,0.343766,0.758009,0.656835,0.758613,0.800435,0.72724,0.799703,0.81561,0.572615,0.631006,0.760769,0.735062,0.063933,0.070835,0.065352,0.063765,0.131206,0.181896,0.235252,0.328524,0.375046,0.399245,0.465504,0.517507,0.514069,0.570283,0.643037,0.558948,0.545106,0.578718,0.525506,0.528135,0.160556,0.197243,0.17382,0.205373,0.257282,0.072208,0.103101,0.11272,0.085817,0.085344
